iter	Logloss
124	0.0774649794
125	0.07718473375
126	0.07692444557
127	0.07671715594
128	0.07638490225
129	0.07593340002
130	0.07552335029
131	0.07533539879
132	0.07508406762
133	0.0748907713
134	0.07446765698
135	0.07410474193
136	0.07366484122
137	0.07346184325
138	0.07322279462
139	0.07279217835
140	0.07239720063
141	0.07199950647
142	0.07177550917
143	0.07158739444
144	0.07123881124
145	0.07106539073
146	0.07093447177
147	0.0705839899
148	0.07022528572
149	0.0699494209
150	0.06951369075
151	0.06930868844
152	0.06898149346
153	0.06866463158
154	0.06828335221
155	0.06796243735
156	0.06784327382
157	0.0674574281
158	0.06729959676
159	0.06718381412
160	0.06692744953
161	0.06658011871
162	0.06635125263
163	0.06608573228
164	0.06601120495
165	0.06558689783
166	0.06534673165
167	0.06512113079
168	0.06476766281
169	0.0645336898
170	0.06427659682
171	0.06412548203
172	0.06384560028
173	0.06354340656
174	0.06330904335
175	0.06316977093
176	0.06306165846
177	0.06294779042
178	0.06277691213
179	0.06247213333
180	0.0621335356
181	0.06195082081
182	0.06163987967
183	0.06143794862
184	0.06128532195
185	0.06110817849
186	0.06095526158
187	0.06074266286
188	0.06054385389
189	0.06035952541
190	0.06021885951
191	0.05992595094
192	0.05972309848
193	0.05948787459
194	0.0593530791
195	0.05904625996
196	0.05894597288
197	0.05885529656
198	0.05850942762
199	0.05826905421
200	0.05812709261
201	0.05792526685
202	0.05770782022
203	0.0574471416
204	0.05734555247
205	0.05714684786
206	0.05691506784
207	0.05657280956
208	0.05634725778
209	0.05626162478
210	0.0560686209
211	0.05576144674
212	0.05551468352
213	0.05544083116
214	0.05516965371
215	0.055044246
216	0.05495221007
217	0.05480253419
218	0.05453266267
219	0.05436944365
220	0.05418061682
221	0.0539043255
222	0.05385632633
223	0.05359825792
224	0.05346048331
225	0.05335172245
226	0.05319923701
227	0.05303847437
228	0.05279769955
229	0.05263073831
230	0.0524607234
231	0.05221538922
232	0.05208837403
233	0.05189346078
234	0.05171977984
235	0.05162760974
236	0.05138702439
237	0.05105468153
238	0.05088408521
239	0.05064995799
240	0.05054233342
241	0.05044367097
242	0.05030389396
243	0.05016803797
244	0.05011917608
245	0.05003072897
246	0.04984638103
247	0.04972830957
248	0.04957066715
249	0.04928809971
250	0.04908965014
251	0.04890162713
252	0.04875601871
253	0.04859831537
254	0.04842100131
255	0.04829322193
256	0.04809029399
257	0.04782167127
258	0.04767039429
259	0.04752626774
260	0.04729414321
261	0.04711955572
262	0.0469783037
263	0.04682824113
264	0.04672012963
265	0.04655248372
266	0.04638499582
267	0.04622214992
268	0.04612105122
269	0.04603664428
270	0.04587932701
271	0.04574582545
272	0.04566465003
273	0.04557591977
274	0.04549948499
275	0.04533678549
276	0.0451846554
277	0.04499902286
278	0.04479645814
279	0.04468012883
280	0.0446323877
281	0.04449428515
282	0.04438191785
283	0.04432949361
284	0.04428560685
285	0.04418632493
286	0.04400372489
287	0.04387998648
288	0.04373583419
289	0.04368688558
290	0.04366867328
291	0.04349383455
292	0.04331036561
293	0.04323310918
294	0.04309125831
295	0.0429141739
296	0.04280670811
297	0.04266336881
298	0.04253247268
299	0.04244629776
300	0.04232718018
301	0.04223322738
302	0.04216553198
303	0.04202665106
304	0.04185622482
305	0.04177191588
306	0.04168476515
307	0.04158439076
308	0.04155785087
309	0.04148272431
310	0.04138534378
311	0.04121719014
312	0.04111784811
313	0.04097026283
314	0.04086147575
315	0.04074853671
316	0.04073037234
317	0.0406272036
318	0.04047450205
319	0.04045743031
320	0.04034618212
321	0.04025139656
322	0.04008161881
323	0.03998039583
324	0.03984251666
325	0.03982372341
326	0.03970510128
327	0.03954906165
328	0.03950418548
329	0.03935066919
330	0.03923955411
331	0.03916375817
332	0.03905853356
333	0.03897894268
334	0.03889798757
335	0.0388224664
336	0.03874817663
337	0.03866556473
338	0.03860135525
339	0.03850677247
340	0.03841211536
341	0.03832997808
342	0.03827276414
343	0.0382235843
344	0.03817618246
345	0.03810232388
346	0.03798086853
347	0.03787260014
348	0.03782657021
349	0.03777167153
350	0.03774941212
351	0.03768704653
352	0.03757631911
353	0.03748397643
354	0.03739293057
355	0.03731085114
356	0.03715633061
357	0.03708320066
358	0.03700160358
359	0.03695684816
360	0.03685283703
361	0.03671663124
362	0.03666746001
363	0.03658857811
364	0.03644043412
365	0.03640565261
366	0.03632254328
367	0.03629920993
368	0.03624066167
369	0.03617048632
370	0.03611750791
371	0.03598967782
372	0.03588609653
373	0.03576574628
374	0.0356343703
375	0.03552784312
376	0.03548832334
377	0.03539174435
378	0.03533218139
379	0.0352920625
380	0.03518113283
381	0.0351208095
382	0.03496960202
383	0.03486568904
384	0.034795619
385	0.0347394631
386	0.03465532932
387	0.03460298499
388	0.03454181868
389	0.03449164965
390	0.034444452
391	0.03442454052
392	0.03430437518
393	0.03422604145
394	0.03418957623
395	0.03413285496
396	0.03405213069
397	0.03404092354
398	0.03393480394
399	0.03383446765
400	0.03378989458
401	0.03372275612
402	0.03355416228
403	0.03345820736
404	0.03342720437
405	0.03340269767
406	0.03336827489
407	0.03331899153
408	0.03319949828
409	0.03310136674
410	0.0330509285
411	0.0330129228
412	0.03296312182
413	0.03286462079
414	0.03270014512
415	0.03253286623
416	0.0324599945
417	0.0323592071
418	0.03227601512
419	0.03226616883
420	0.0321993986
421	0.03217498199
422	0.03211580436
423	0.03207617634
424	0.03204104032
425	0.03199187998
426	0.03189270201
427	0.03181426225
428	0.03179708201
429	0.0317612886
430	0.03169417253
431	0.0316472358
432	0.0315665751
433	0.03154100845
434	0.03150859014
435	0.03148248926
436	0.03137963223
437	0.03128382269
438	0.03120546835
439	0.0311119356
440	0.03103940078
441	0.03095977702
442	0.03093204057
443	0.03091247908
444	0.03088713464
445	0.03078732407
446	0.03076244158
447	0.03067321024
448	0.03065727427
449	0.03056168055
450	0.03048984936
451	0.03048146344
452	0.03041007534
453	0.03026689523
454	0.03024414943
455	0.03015915634
456	0.03010433491
457	0.03006710728
458	0.02999806747
459	0.02991385962
460	0.02985696823
461	0.02984619533
462	0.02981006528
463	0.0297477701
464	0.02967054325
465	0.02952812037
466	0.02948318688
467	0.02944855098
468	0.02940866997
469	0.02934285695
470	0.02927631008
471	0.02919521865
472	0.02911166784
473	0.02904352938
474	0.02903680972
475	0.02899534915
476	0.02895568948
477	0.02892160154
478	0.02889776631
479	0.02887593229
480	0.02877642973
481	0.02875424194
482	0.02869099391
483	0.02861729967
484	0.02854431011
485	0.02847633033
486	0.02836311438
487	0.02829815766
488	0.0282844938
489	0.02820130542
490	0.02818056278
491	0.02805067973
492	0.02801425077
493	0.02795898539
494	0.02791941072
495	0.02786578918
496	0.0278364871
497	0.02775261976
498	0.02774347012
499	0.02762359079
500	0.02759051723
501	0.02748297482
502	0.02741317414
503	0.0274034174
504	0.02736778229
505	0.02731184985
506	0.02727389403
507	0.02725279879
508	0.02722807443
509	0.02716770713
510	0.02712920634
511	0.02707952391
512	0.02707726392
513	0.0270152085
514	0.02693953836
515	0.02687249369
516	0.02686114941
517	0.02682179448
518	0.02677705008
519	0.02670753498
520	0.02661773543
521	0.02655280675
522	0.02652989472
523	0.02649144154
524	0.02645961052
525	0.02644572271
526	0.02642935004
527	0.02632636117
528	0.02621903879
529	0.02617026689
530	0.02614138775
531	0.02605965217
532	0.02603112178
533	0.02599090145
534	0.02597867799
535	0.02597148229
536	0.02590052236
537	0.02584972733
538	0.02579100089
539	0.02577976893
540	0.0257055747
541	0.02565785566
542	0.02559050526
543	0.02557391229
544	0.02551244814
545	0.02540521109
546	0.02535442795
547	0.02533016667
548	0.02524959518
549	0.02517862708
550	0.02516804121
551	0.02511354083
552	0.02506277249
553	0.0250264619
554	0.02493118544
555	0.02491315457
556	0.02487988713
557	0.02483061014
558	0.02480243699
559	0.02476760427
560	0.02470207145
561	0.02466625712
562	0.02464859962
563	0.02462236397
564	0.02458130064
565	0.02455380212
566	0.02454209871
567	0.02452282049
568	0.02444172162
569	0.02440733244
570	0.02433384728
571	0.02425779092
572	0.02420286009
573	0.0241079541
574	0.0240941515
575	0.02404608444
576	0.02398987745
577	0.0239569948
578	0.02393590894
579	0.02389344949
580	0.02385269297
581	0.02382717167
582	0.02378457533
583	0.02373855141
584	0.02367907918
585	0.02362819008
586	0.02362094571
587	0.02359403759
588	0.0235642713
589	0.02352395166
590	0.02349815539
591	0.02341111825
592	0.02335266321
593	0.02334701548
594	0.02329145496
